F, epochs, epsilon, B, weightcost, momentum, trRSME, vlRSME
4, 47, 0.005, 20, 0.001, 0.5, 1.0018192388, 1.18400345472
4, 48, 0.005, 20, 0.001, 0.5, 1.00222967821, 1.1824079249
4, 49, 0.005, 20, 0.001, 0.5, 1.00270919082, 1.18260194473
4, 1, 0.005, 10, 0.0005, 0.3, 1.18358482236, 1.21504150594
4, 2, 0.005, 10, 0.0005, 0.3, 1.16543540059, 1.2028833722
4, 3, 0.005, 10, 0.0005, 0.3, 1.13558424636, 1.18000044599
4, 4, 0.005, 10, 0.0005, 0.3, 1.10103772964, 1.16042502371
4, 5, 0.005, 10, 0.0005, 0.3, 1.08078947023, 1.14690855169
4, 6, 0.005, 10, 0.0005, 0.3, 1.06670694475, 1.14641320298
4, 7, 0.005, 10, 0.0005, 0.3, 1.06121133565, 1.15323164539
4, 8, 0.005, 10, 0.0005, 0.3, 1.05296178214, 1.14742180557
4, 9, 0.005, 10, 0.0005, 0.3, 1.04791204366, 1.15008270223
4, 10, 0.005, 10, 0.0005, 0.3, 1.0416794708, 1.15370708057
4, 11, 0.005, 10, 0.0005, 0.3, 1.03917623059, 1.16098995359
4, 12, 0.005, 10, 0.0005, 0.3, 1.03577808815, 1.16338090037
4, 13, 0.005, 10, 0.0005, 0.3, 1.03479712417, 1.16671120061
4, 14, 0.005, 10, 0.0005, 0.3, 1.03232975503, 1.16936179427
4, 15, 0.005, 10, 0.0005, 0.3, 1.03059612404, 1.16985584355
4, 16, 0.005, 10, 0.0005, 0.3, 1.02767481463, 1.16158748733
4, 17, 0.005, 10, 0.0005, 0.3, 1.02187124539, 1.15469821059
4, 18, 0.005, 10, 0.0005, 0.3, 1.02020215389, 1.15430972533
4, 19, 0.005, 10, 0.0005, 0.3, 1.02002405556, 1.14714448786
4, 20, 0.005, 10, 0.0005, 0.3, 1.01840694144, 1.14479870531
4, 21, 0.005, 10, 0.0005, 0.3, 1.01684004928, 1.14325902578
4, 22, 0.005, 10, 0.0005, 0.3, 1.01755926244, 1.14582553675
4, 23, 0.005, 10, 0.0005, 0.3, 1.01665724098, 1.1489744126
4, 24, 0.005, 10, 0.0005, 0.3, 1.01511251294, 1.14605582075
4, 25, 0.005, 10, 0.0005, 0.3, 1.01475933162, 1.15420250932
4, 26, 0.005, 10, 0.0005, 0.3, 1.01066878413, 1.15094103808
4, 27, 0.005, 10, 0.0005, 0.3, 1.00715240711, 1.16004940166
4, 28, 0.005, 10, 0.0005, 0.3, 1.00296970577, 1.16866192006
4, 29, 0.005, 10, 0.0005, 0.3, 1.00265751094, 1.15762863611
4, 30, 0.005, 10, 0.0005, 0.3, 1.0004162767, 1.17974728445
4, 31, 0.005, 10, 0.0005, 0.3, 0.998845876108, 1.17960327932
4, 32, 0.005, 10, 0.0005, 0.3, 0.995717916434, 1.18213969173
4, 33, 0.005, 10, 0.0005, 0.3, 0.993619722915, 1.19790471808
4, 34, 0.005, 10, 0.0005, 0.3, 0.993569650517, 1.1858614106
4, 35, 0.005, 10, 0.0005, 0.3, 0.990798277608, 1.19825272601
4, 36, 0.005, 10, 0.0005, 0.3, 0.991632201183, 1.19314822421
4, 37, 0.005, 10, 0.0005, 0.3, 0.985675098409, 1.19653596194
4, 38, 0.005, 10, 0.0005, 0.3, 0.987980180774, 1.195921167
4, 39, 0.005, 10, 0.0005, 0.3, 0.989066654678, 1.19484213775
4, 40, 0.005, 10, 0.0005, 0.3, 0.987251640864, 1.19444993139
4, 41, 0.005, 10, 0.0005, 0.3, 0.981685031521, 1.19550248505
4, 42, 0.005, 10, 0.0005, 0.3, 0.983175036537, 1.19716944229
4, 43, 0.005, 10, 0.0005, 0.3, 0.981984989519, 1.19006007251
4, 44, 0.005, 10, 0.0005, 0.3, 0.978759432454, 1.19888138407
4, 45, 0.005, 10, 0.0005, 0.3, 0.975754319617, 1.19526727848
4, 46, 0.005, 10, 0.0005, 0.3, 0.979286581184, 1.19191889576
4, 47, 0.005, 10, 0.0005, 0.3, 0.981530072592, 1.19519080951
4, 48, 0.005, 10, 0.0005, 0.3, 0.979546195953, 1.19732592263
4, 49, 0.005, 10, 0.0005, 0.3, 0.979892785256, 1.18890378561
4, 1, 0.005, 10, 0.0005, 0.5, 1.16763446514, 1.2072730535
4, 2, 0.005, 10, 0.0005, 0.5, 1.14810692692, 1.18960800045
4, 3, 0.005, 10, 0.0005, 0.5, 1.11414946141, 1.16201285347
4, 4, 0.005, 10, 0.0005, 0.5, 1.08762709624, 1.14955253592
4, 5, 0.005, 10, 0.0005, 0.5, 1.06936516271, 1.14928918766
4, 6, 0.005, 10, 0.0005, 0.5, 1.06206874032, 1.1511075736
4, 7, 0.005, 10, 0.0005, 0.5, 1.05660561653, 1.15277566458
4, 8, 0.005, 10, 0.0005, 0.5, 1.05196099967, 1.15012992799
4, 9, 0.005, 10, 0.0005, 0.5, 1.04572724836, 1.15170559828
4, 10, 0.005, 10, 0.0005, 0.5, 1.04213952879, 1.14950825627
4, 11, 0.005, 10, 0.0005, 0.5, 1.03702074549, 1.15494905198
4, 12, 0.005, 10, 0.0005, 0.5, 1.03762680052, 1.16378252406
4, 13, 0.005, 10, 0.0005, 0.5, 1.03593230953, 1.16609390348
4, 14, 0.005, 10, 0.0005, 0.5, 1.03715923168, 1.16772778123
4, 15, 0.005, 10, 0.0005, 0.5, 1.03348154899, 1.16899570561
4, 16, 0.005, 10, 0.0005, 0.5, 1.03274857156, 1.16908220113
4, 17, 0.005, 10, 0.0005, 0.5, 1.03111500865, 1.16631941617
4, 18, 0.005, 10, 0.0005, 0.5, 1.02699812487, 1.16341420774
4, 19, 0.005, 10, 0.0005, 0.5, 1.02477617081, 1.15716513138
4, 20, 0.005, 10, 0.0005, 0.5, 1.0239846908, 1.15554067231
4, 21, 0.005, 10, 0.0005, 0.5, 1.02574097845, 1.15487759391
4, 22, 0.005, 10, 0.0005, 0.5, 1.02638191109, 1.1567561683
4, 23, 0.005, 10, 0.0005, 0.5, 1.02795905878, 1.15841239813
4, 24, 0.005, 10, 0.0005, 0.5, 1.02867040615, 1.16045003195
4, 25, 0.005, 10, 0.0005, 0.5, 1.02817194181, 1.16140712621
4, 26, 0.005, 10, 0.0005, 0.5, 1.02733987503, 1.16464860027
4, 27, 0.005, 10, 0.0005, 0.5, 1.02548273232, 1.16587616171
4, 28, 0.005, 10, 0.0005, 0.5, 1.02391490461, 1.16706166703
4, 29, 0.005, 10, 0.0005, 0.5, 1.02168855573, 1.16821057994
4, 30, 0.005, 10, 0.0005, 0.5, 1.02002501199, 1.16981648344
4, 31, 0.005, 10, 0.0005, 0.5, 1.02001820953, 1.17308973288
4, 32, 0.005, 10, 0.0005, 0.5, 1.01857519057, 1.17588707487
4, 33, 0.005, 10, 0.0005, 0.5, 1.0193691472, 1.17879755802
4, 34, 0.005, 10, 0.0005, 0.5, 1.01677333253, 1.18179332754
4, 35, 0.005, 10, 0.0005, 0.5, 1.01751177502, 1.18382691378
4, 36, 0.005, 10, 0.0005, 0.5, 1.0173024476, 1.18503245277
4, 37, 0.005, 10, 0.0005, 0.5, 1.01848917622, 1.18578206085
4, 38, 0.005, 10, 0.0005, 0.5, 1.01610936773, 1.18610610671
4, 39, 0.005, 10, 0.0005, 0.5, 1.01634621432, 1.18548418764
4, 40, 0.005, 10, 0.0005, 0.5, 1.01583923837, 1.18507142158
4, 41, 0.005, 10, 0.0005, 0.5, 1.01270323128, 1.183127745
4, 42, 0.005, 10, 0.0005, 0.5, 1.0136501079, 1.18229414746
4, 43, 0.005, 10, 0.0005, 0.5, 1.01321947763, 1.18097988938
4, 44, 0.005, 10, 0.0005, 0.5, 1.01207515312, 1.18184312064
4, 45, 0.005, 10, 0.0005, 0.5, 1.01200374456, 1.17960326598
4, 46, 0.005, 10, 0.0005, 0.5, 1.0116046425, 1.1782107357
4, 47, 0.005, 10, 0.0005, 0.5, 1.01139948704, 1.17838864487
4, 48, 0.005, 10, 0.0005, 0.5, 1.01020752188, 1.17673270275
4, 49, 0.005, 10, 0.0005, 0.5, 1.01010558294, 1.17735883626
4, 1, 0.005, 10, 0.001, 0.3, 1.18019805032, 1.21997579429
4, 2, 0.005, 10, 0.001, 0.3, 1.15824516367, 1.20479962494
4, 3, 0.005, 10, 0.001, 0.3, 1.12671901191, 1.17519128246
4, 4, 0.005, 10, 0.001, 0.3, 1.09471523615, 1.15947029798
4, 5, 0.005, 10, 0.001, 0.3, 1.0754210429, 1.15285627606
4, 6, 0.005, 10, 0.001, 0.3, 1.06382818937, 1.14846024005
4, 7, 0.005, 10, 0.001, 0.3, 1.05969852305, 1.15188248259
4, 8, 0.005, 10, 0.001, 0.3, 1.0529353511, 1.15279379815
4, 9, 0.005, 10, 0.001, 0.3, 1.04607312833, 1.15191413603
4, 10, 0.005, 10, 0.001, 0.3, 1.04299304838, 1.15238126528
4, 11, 0.005, 10, 0.001, 0.3, 1.04260396701, 1.15551174099
4, 12, 0.005, 10, 0.001, 0.3, 1.03804756822, 1.16700948003
4, 13, 0.005, 10, 0.001, 0.3, 1.03336470619, 1.17037298679
4, 14, 0.005, 10, 0.001, 0.3, 1.02953843131, 1.17687710698
4, 15, 0.005, 10, 0.001, 0.3, 1.02424872821, 1.1680259189
4, 16, 0.005, 10, 0.001, 0.3, 1.02381884655, 1.16596959419
4, 17, 0.005, 10, 0.001, 0.3, 1.02135318229, 1.16744473234
4, 18, 0.005, 10, 0.001, 0.3, 1.0209973293, 1.16545646183
4, 19, 0.005, 10, 0.001, 0.3, 1.02073804932, 1.1651614661
4, 20, 0.005, 10, 0.001, 0.3, 1.01889057468, 1.16172236772
4, 21, 0.005, 10, 0.001, 0.3, 1.01863878543, 1.17002604411
4, 22, 0.005, 10, 0.001, 0.3, 1.01386017841, 1.16197812648
4, 23, 0.005, 10, 0.001, 0.3, 1.01493974307, 1.16488837071
4, 24, 0.005, 10, 0.001, 0.3, 1.01177861291, 1.16328653257
4, 25, 0.005, 10, 0.001, 0.3, 1.01005455668, 1.16922191632
4, 26, 0.005, 10, 0.001, 0.3, 1.00324177339, 1.17583868588
4, 27, 0.005, 10, 0.001, 0.3, 1.00821287269, 1.16906879188
4, 28, 0.005, 10, 0.001, 0.3, 1.00794009115, 1.17542195355
4, 29, 0.005, 10, 0.001, 0.3, 1.00487067001, 1.17118520442
4, 30, 0.005, 10, 0.001, 0.3, 1.00080408881, 1.17793842589
4, 31, 0.005, 10, 0.001, 0.3, 0.998286445358, 1.18061886297
4, 32, 0.005, 10, 0.001, 0.3, 0.992131165198, 1.17314825263
4, 33, 0.005, 10, 0.001, 0.3, 0.993613359438, 1.17792582018
4, 34, 0.005, 10, 0.001, 0.3, 0.987190254124, 1.17549712502
4, 35, 0.005, 10, 0.001, 0.3, 0.9875519514, 1.17647287532
4, 36, 0.005, 10, 0.001, 0.3, 0.986678427826, 1.17506199579
4, 37, 0.005, 10, 0.001, 0.3, 0.986247383775, 1.18395025678
4, 38, 0.005, 10, 0.001, 0.3, 0.977638321474, 1.16981382842
4, 39, 0.005, 10, 0.001, 0.3, 0.978579613339, 1.1709836881
4, 40, 0.005, 10, 0.001, 0.3, 0.970629475162, 1.18707199144
4, 41, 0.005, 10, 0.001, 0.3, 0.976917788409, 1.18744155311
4, 42, 0.005, 10, 0.001, 0.3, 0.974136173046, 1.17901559928
4, 43, 0.005, 10, 0.001, 0.3, 0.975217727837, 1.19605069083
4, 44, 0.005, 10, 0.001, 0.3, 0.976127027622, 1.1794405846
4, 45, 0.005, 10, 0.001, 0.3, 0.97537358542, 1.18534844118
4, 46, 0.005, 10, 0.001, 0.3, 0.970366731553, 1.17500675648
4, 47, 0.005, 10, 0.001, 0.3, 0.968287547375, 1.18327740065
4, 48, 0.005, 10, 0.001, 0.3, 0.967245770859, 1.18804751831
4, 49, 0.005, 10, 0.001, 0.3, 0.968005151067, 1.17482794518
4, 1, 0.005, 10, 0.001, 0.5, 1.17838454848, 1.21531553933
4, 2, 0.005, 10, 0.001, 0.5, 1.15741883752, 1.19870178386
4, 3, 0.005, 10, 0.001, 0.5, 1.12826595289, 1.17471489435
4, 4, 0.005, 10, 0.001, 0.5, 1.09465528448, 1.15394724931
4, 5, 0.005, 10, 0.001, 0.5, 1.07620609172, 1.14512011533
4, 6, 0.005, 10, 0.001, 0.5, 1.06795105806, 1.15071154262
4, 7, 0.005, 10, 0.001, 0.5, 1.05914693745, 1.14954461373
4, 8, 0.005, 10, 0.001, 0.5, 1.05354727463, 1.14522370749
4, 9, 0.005, 10, 0.001, 0.5, 1.04722053174, 1.14788259129
4, 10, 0.005, 10, 0.001, 0.5, 1.04134182587, 1.14729482599
4, 11, 0.005, 10, 0.001, 0.5, 1.03770762424, 1.15822665009
4, 12, 0.005, 10, 0.001, 0.5, 1.03784157145, 1.16575253056
4, 13, 0.005, 10, 0.001, 0.5, 1.034035212, 1.17342509905
4, 14, 0.005, 10, 0.001, 0.5, 1.03293120368, 1.17057038936
4, 15, 0.005, 10, 0.001, 0.5, 1.03200241709, 1.16632808545
4, 16, 0.005, 10, 0.001, 0.5, 1.02968168481, 1.1632503472
4, 17, 0.005, 10, 0.001, 0.5, 1.02871772855, 1.15837152404
4, 18, 0.005, 10, 0.001, 0.5, 1.02793990245, 1.15725143689
4, 19, 0.005, 10, 0.001, 0.5, 1.02727335268, 1.15704199828
4, 20, 0.005, 10, 0.001, 0.5, 1.02685030642, 1.15179585015
4, 21, 0.005, 10, 0.001, 0.5, 1.02595699991, 1.15387839378
4, 22, 0.005, 10, 0.001, 0.5, 1.02276539662, 1.15132254867
4, 23, 0.005, 10, 0.001, 0.5, 1.01876933419, 1.15379655478
4, 24, 0.005, 10, 0.001, 0.5, 1.02079558728, 1.15550558646
4, 25, 0.005, 10, 0.001, 0.5, 1.01899535191, 1.16031472646
4, 26, 0.005, 10, 0.001, 0.5, 1.01413165225, 1.16696846413
4, 27, 0.005, 10, 0.001, 0.5, 1.00783984564, 1.15809466995
4, 28, 0.005, 10, 0.001, 0.5, 1.01016920879, 1.17129161012
4, 29, 0.005, 10, 0.001, 0.5, 1.0056357372, 1.16881414523
4, 30, 0.005, 10, 0.001, 0.5, 1.00329948973, 1.18055034485
4, 31, 0.005, 10, 0.001, 0.5, 1.00312469008, 1.17514278127
4, 32, 0.005, 10, 0.001, 0.5, 0.999419868853, 1.17120629524
4, 33, 0.005, 10, 0.001, 0.5, 0.997223049344, 1.17692776577
4, 34, 0.005, 10, 0.001, 0.5, 0.993921612728, 1.17548624148
4, 35, 0.005, 10, 0.001, 0.5, 1.00132757068, 1.1816897777
4, 36, 0.005, 10, 0.001, 0.5, 1.00196333174, 1.18030171658
4, 37, 0.005, 10, 0.001, 0.5, 0.995908389925, 1.18673068617
4, 38, 0.005, 10, 0.001, 0.5, 0.999114398775, 1.20328305989
4, 39, 0.005, 10, 0.001, 0.5, 0.998553598648, 1.19301646413
4, 40, 0.005, 10, 0.001, 0.5, 0.991662797007, 1.19148256888
4, 41, 0.005, 10, 0.001, 0.5, 0.99151379052, 1.19284860281
4, 42, 0.005, 10, 0.001, 0.5, 0.992934995451, 1.2010596373
4, 43, 0.005, 10, 0.001, 0.5, 0.989811036008, 1.1974327917
4, 44, 0.005, 10, 0.001, 0.5, 0.988342372563, 1.19979220656
4, 45, 0.005, 10, 0.001, 0.5, 0.990601667399, 1.19180381548
4, 46, 0.005, 10, 0.001, 0.5, 0.980439247556, 1.20125360815
4, 47, 0.005, 10, 0.001, 0.5, 0.986404225373, 1.19622078654
4, 48, 0.005, 10, 0.001, 0.5, 0.98866092081, 1.18811922704
4, 49, 0.005, 10, 0.001, 0.5, 0.991154390445, 1.20139973339
6, 1, 0.01, 20, 0.0005, 0.3, 1.17717825584, 1.21116971667
6, 2, 0.01, 20, 0.0005, 0.3, 1.1300611214, 1.17451694319
6, 3, 0.01, 20, 0.0005, 0.3, 1.07701845827, 1.15712032795
6, 4, 0.01, 20, 0.0005, 0.3, 1.06098560287, 1.15140172512
6, 5, 0.01, 20, 0.0005, 0.3, 1.05587137135, 1.14560967913
6, 6, 0.01, 20, 0.0005, 0.3, 1.04483776981, 1.14138101097
6, 7, 0.01, 20, 0.0005, 0.3, 1.04070627605, 1.15748952539
6, 8, 0.01, 20, 0.0005, 0.3, 1.0395723069, 1.16307084001
6, 9, 0.01, 20, 0.0005, 0.3, 1.04038056214, 1.17183262667
6, 10, 0.01, 20, 0.0005, 0.3, 1.04053578243, 1.17140856498
6, 11, 0.01, 20, 0.0005, 0.3, 1.03558413944, 1.16889039582
6, 12, 0.01, 20, 0.0005, 0.3, 1.03084798907, 1.16156049337
6, 13, 0.01, 20, 0.0005, 0.3, 1.02790268954, 1.15442586789
6, 14, 0.01, 20, 0.0005, 0.3, 1.02254161955, 1.14623803627
6, 15, 0.01, 20, 0.0005, 0.3, 1.02342036368, 1.15303171441
6, 16, 0.01, 20, 0.0005, 0.3, 1.0206612962, 1.15756298696
6, 17, 0.01, 20, 0.0005, 0.3, 1.0189931538, 1.15778032488
6, 18, 0.01, 20, 0.0005, 0.3, 1.01380848296, 1.16152121292
6, 19, 0.01, 20, 0.0005, 0.3, 1.01360512345, 1.16317608695
6, 20, 0.01, 20, 0.0005, 0.3, 1.01201156896, 1.15956718105
6, 21, 0.01, 20, 0.0005, 0.3, 1.00967042565, 1.16980578252
6, 22, 0.01, 20, 0.0005, 0.3, 1.00977292907, 1.17271596868
6, 23, 0.01, 20, 0.0005, 0.3, 1.0052036712, 1.17505865891
6, 24, 0.01, 20, 0.0005, 0.3, 0.999486398191, 1.17454437779
6, 25, 0.01, 20, 0.0005, 0.3, 1.00001723544, 1.18187043585
6, 26, 0.01, 20, 0.0005, 0.3, 0.997433386472, 1.19579108969
6, 27, 0.01, 20, 0.0005, 0.3, 0.999542496634, 1.188140631
6, 28, 0.01, 20, 0.0005, 0.3, 0.994261126871, 1.1951502888
6, 29, 0.01, 20, 0.0005, 0.3, 0.994336501019, 1.19184803199
6, 30, 0.01, 20, 0.0005, 0.3, 0.992915061412, 1.19562753092
6, 31, 0.01, 20, 0.0005, 0.3, 0.986203301182, 1.19968759518
6, 32, 0.01, 20, 0.0005, 0.3, 0.987615140275, 1.19297810437
6, 33, 0.01, 20, 0.0005, 0.3, 0.984770949059, 1.19235428417
6, 34, 0.01, 20, 0.0005, 0.3, 0.98200538611, 1.19898544662
6, 35, 0.01, 20, 0.0005, 0.3, 0.980562235361, 1.19733596976
6, 36, 0.01, 20, 0.0005, 0.3, 0.981656717592, 1.19331731579
6, 37, 0.01, 20, 0.0005, 0.3, 0.978716445114, 1.19179387176
6, 38, 0.01, 20, 0.0005, 0.3, 0.977025333371, 1.19177184726
6, 39, 0.01, 20, 0.0005, 0.3, 0.977404669786, 1.19198422493
6, 40, 0.01, 20, 0.0005, 0.3, 0.975779712647, 1.18137881241
6, 41, 0.01, 20, 0.0005, 0.3, 0.976328211834, 1.189019131
6, 42, 0.01, 20, 0.0005, 0.3, 0.973719973858, 1.18514299284
6, 43, 0.01, 20, 0.0005, 0.3, 0.97037312119, 1.18396820444
6, 44, 0.01, 20, 0.0005, 0.3, 0.972799561039, 1.18544136424
6, 45, 0.01, 20, 0.0005, 0.3, 0.971537721806, 1.17362815527
6, 46, 0.01, 20, 0.0005, 0.3, 0.972823386258, 1.18742169181
6, 47, 0.01, 20, 0.0005, 0.3, 0.970602688357, 1.18251202572
6, 48, 0.01, 20, 0.0005, 0.3, 0.967553002438, 1.18137728486
6, 49, 0.01, 20, 0.0005, 0.3, 0.965729458877, 1.17704110785
6, 1, 0.01, 20, 0.0005, 0.5, 1.16651112888, 1.2109146581
6, 2, 0.01, 20, 0.0005, 0.5, 1.11915936811, 1.17743088351
6, 3, 0.01, 20, 0.0005, 0.5, 1.07707184599, 1.15439422795
6, 4, 0.01, 20, 0.0005, 0.5, 1.06103411321, 1.15994653304
6, 5, 0.01, 20, 0.0005, 0.5, 1.0500650008, 1.15439197477
6, 6, 0.01, 20, 0.0005, 0.5, 1.04094747596, 1.15182199934
6, 7, 0.01, 20, 0.0005, 0.5, 1.03617625909, 1.16621815834
6, 8, 0.01, 20, 0.0005, 0.5, 1.03733753119, 1.17196844353
6, 9, 0.01, 20, 0.0005, 0.5, 1.03630336134, 1.17359018889
6, 10, 0.01, 20, 0.0005, 0.5, 1.0311394353, 1.16977578627
6, 11, 0.01, 20, 0.0005, 0.5, 1.02790242248, 1.15809242821
6, 12, 0.01, 20, 0.0005, 0.5, 1.02606827096, 1.14722939851
6, 13, 0.01, 20, 0.0005, 0.5, 1.02493445124, 1.15247069472
6, 14, 0.01, 20, 0.0005, 0.5, 1.02431265871, 1.15351897008
6, 15, 0.01, 20, 0.0005, 0.5, 1.02339801578, 1.14874496584
6, 16, 0.01, 20, 0.0005, 0.5, 1.02208965941, 1.15459650147
6, 17, 0.01, 20, 0.0005, 0.5, 1.01977679383, 1.15345162117
6, 18, 0.01, 20, 0.0005, 0.5, 1.01814853757, 1.15606143376
6, 19, 0.01, 20, 0.0005, 0.5, 1.01675824866, 1.16912758715
6, 20, 0.01, 20, 0.0005, 0.5, 1.01387841146, 1.17473271784
6, 21, 0.01, 20, 0.0005, 0.5, 1.01388311649, 1.1760160949
6, 22, 0.01, 20, 0.0005, 0.5, 1.01265473112, 1.18540738601
6, 23, 0.01, 20, 0.0005, 0.5, 1.0142066516, 1.18105359004
6, 24, 0.01, 20, 0.0005, 0.5, 1.01117771462, 1.18473203396
6, 25, 0.01, 20, 0.0005, 0.5, 1.00678120883, 1.18406930728
6, 26, 0.01, 20, 0.0005, 0.5, 1.00870167087, 1.18253812117
6, 27, 0.01, 20, 0.0005, 0.5, 1.00385291458, 1.18802549195
6, 28, 0.01, 20, 0.0005, 0.5, 1.00177470801, 1.17989292722
6, 29, 0.01, 20, 0.0005, 0.5, 1.00515868465, 1.1805293491
6, 30, 0.01, 20, 0.0005, 0.5, 1.0100441988, 1.17443731009
6, 31, 0.01, 20, 0.0005, 0.5, 1.00341735814, 1.17655670178
6, 32, 0.01, 20, 0.0005, 0.5, 1.00272625147, 1.18974529257
6, 33, 0.01, 20, 0.0005, 0.5, 0.998599935753, 1.18830353512
6, 34, 0.01, 20, 0.0005, 0.5, 0.990959947028, 1.18569593202
6, 35, 0.01, 20, 0.0005, 0.5, 0.993026729685, 1.17693406241
6, 36, 0.01, 20, 0.0005, 0.5, 0.983932163448, 1.1831752445
6, 37, 0.01, 20, 0.0005, 0.5, 0.982858591145, 1.1721169164
6, 38, 0.01, 20, 0.0005, 0.5, 0.979101816257, 1.17757448697
6, 39, 0.01, 20, 0.0005, 0.5, 0.98204752646, 1.18537297994
6, 40, 0.01, 20, 0.0005, 0.5, 0.980493469063, 1.18412570409
6, 41, 0.01, 20, 0.0005, 0.5, 0.976497032547, 1.19036937569
6, 42, 0.01, 20, 0.0005, 0.5, 0.976367884965, 1.18673812784
6, 43, 0.01, 20, 0.0005, 0.5, 0.980624892725, 1.17470222513
6, 44, 0.01, 20, 0.0005, 0.5, 0.970399457534, 1.18566104935
6, 45, 0.01, 20, 0.0005, 0.5, 0.973531714406, 1.18280809753
6, 46, 0.01, 20, 0.0005, 0.5, 0.97301457945, 1.2005633763
6, 47, 0.01, 20, 0.0005, 0.5, 0.977200944599, 1.19132653468
6, 48, 0.01, 20, 0.0005, 0.5, 0.973033618696, 1.19868231065
6, 49, 0.01, 20, 0.0005, 0.5, 0.974495278808, 1.19405636325
6, 1, 0.01, 20, 0.001, 0.3, 1.15608837696, 1.20349659979
6, 2, 0.01, 20, 0.001, 0.3, 1.11231245806, 1.17160732435
6, 3, 0.01, 20, 0.001, 0.3, 1.07273379309, 1.14840008676
6, 4, 0.01, 20, 0.001, 0.3, 1.0613755694, 1.15273733493
6, 5, 0.01, 20, 0.001, 0.3, 1.05180819812, 1.1500253268
6, 6, 0.01, 20, 0.001, 0.3, 1.04322610977, 1.15353899116
6, 7, 0.01, 20, 0.001, 0.3, 1.03713427859, 1.15357054411
6, 8, 0.01, 20, 0.001, 0.3, 1.03466031853, 1.16600540343
6, 9, 0.01, 20, 0.001, 0.3, 1.03180157669, 1.16229761897
6, 10, 0.01, 20, 0.001, 0.3, 1.02380496151, 1.15492538673
6, 11, 0.01, 20, 0.001, 0.3, 1.01852821918, 1.1474561187
6, 12, 0.01, 20, 0.001, 0.3, 1.01943443252, 1.13832743229
6, 13, 0.01, 20, 0.001, 0.3, 1.01482023588, 1.12809906728
6, 14, 0.01, 20, 0.001, 0.3, 1.01803646683, 1.15670958327
6, 15, 0.01, 20, 0.001, 0.3, 1.00684709841, 1.15497989881
6, 16, 0.01, 20, 0.001, 0.3, 0.995887480411, 1.15305576466
6, 17, 0.01, 20, 0.001, 0.3, 0.988662609817, 1.1681637108
6, 18, 0.01, 20, 0.001, 0.3, 0.985588244397, 1.18209085671
6, 19, 0.01, 20, 0.001, 0.3, 0.97119406618, 1.17536123736
6, 20, 0.01, 20, 0.001, 0.3, 0.971438926054, 1.17314861019
6, 21, 0.01, 20, 0.001, 0.3, 0.960599315542, 1.17892260774
6, 22, 0.01, 20, 0.001, 0.3, 0.954426244955, 1.17903319573
6, 23, 0.01, 20, 0.001, 0.3, 0.956860728861, 1.19005170679
6, 24, 0.01, 20, 0.001, 0.3, 0.956264583352, 1.2003262655
6, 25, 0.01, 20, 0.001, 0.3, 0.950845203741, 1.19652483208
6, 26, 0.01, 20, 0.001, 0.3, 0.960068023867, 1.20838675461
6, 27, 0.01, 20, 0.001, 0.3, 0.95154590053, 1.20089574305
6, 28, 0.01, 20, 0.001, 0.3, 0.943649918379, 1.2246927095
6, 29, 0.01, 20, 0.001, 0.3, 0.954023206151, 1.22052778575
6, 30, 0.01, 20, 0.001, 0.3, 0.948952491733, 1.23345525461
6, 31, 0.01, 20, 0.001, 0.3, 0.946954641367, 1.23276022237
6, 32, 0.01, 20, 0.001, 0.3, 0.947125896679, 1.24132581788
6, 33, 0.01, 20, 0.001, 0.3, 0.946231982363, 1.23025827432
6, 34, 0.01, 20, 0.001, 0.3, 0.94613811942, 1.23690406394
6, 35, 0.01, 20, 0.001, 0.3, 0.938562533471, 1.25639089384
6, 36, 0.01, 20, 0.001, 0.3, 0.943081647754, 1.25351212686
6, 37, 0.01, 20, 0.001, 0.3, 0.938922107755, 1.24634954159
6, 38, 0.01, 20, 0.001, 0.3, 0.931020132648, 1.2581667766
6, 39, 0.01, 20, 0.001, 0.3, 0.939458929794, 1.26269852749
6, 40, 0.01, 20, 0.001, 0.3, 0.926250998973, 1.25714171407
6, 41, 0.01, 20, 0.001, 0.3, 0.93671405701, 1.24875304152
6, 42, 0.01, 20, 0.001, 0.3, 0.930601031837, 1.27054972856
6, 43, 0.01, 20, 0.001, 0.3, 0.934376500031, 1.25901221512
6, 44, 0.01, 20, 0.001, 0.3, 0.920866830955, 1.24967031073
6, 45, 0.01, 20, 0.001, 0.3, 0.930107679564, 1.24407927684
6, 46, 0.01, 20, 0.001, 0.3, 0.927622794203, 1.26740894343
6, 47, 0.01, 20, 0.001, 0.3, 0.919957380559, 1.26015336138
6, 48, 0.01, 20, 0.001, 0.3, 0.925786546834, 1.25162310932
6, 49, 0.01, 20, 0.001, 0.3, 0.932521160568, 1.25932353242
6, 1, 0.01, 20, 0.001, 0.5, 1.16606024391, 1.21082807106
6, 2, 0.01, 20, 0.001, 0.5, 1.12330461545, 1.17550086
6, 3, 0.01, 20, 0.001, 0.5, 1.07769640502, 1.15843049834
6, 4, 0.01, 20, 0.001, 0.5, 1.06502468892, 1.15806250909
6, 5, 0.01, 20, 0.001, 0.5, 1.05457787917, 1.16230550249
6, 6, 0.01, 20, 0.001, 0.5, 1.04354845271, 1.15411746227
6, 7, 0.01, 20, 0.001, 0.5, 1.03975221431, 1.16081760172
